cid,pref,city,住居表示実施状況(entire/partial/not yet),調査年月日,実施状況公開情報,"公開フォーマット
（PDF、CSVなど）",国土地理院住居表示住所デジタルデータ,MEMO
4209,宮城県,多賀城市,一部地域で実施,2021/10/14,https://www.city.tagajo.miyagi.jp/kiroku/kurashi/sumai/shinchiku.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/04209.html,
4211,宮城県,岩沼市,一部地域で実施,2021/10/14,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/04211.html,
4212,宮城県,登米市,未実施,2021/10/14,none,none,none,
4213,宮城県,栗原市,一部地域で実施,2021/10/14,https://www.kuriharacity.jp/w011/020/020/040/080/743.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/04213.html,
4214,宮城県,東松島市,未実施,2021/10/14,none,none,none,
4215,宮城県,大崎市,一部地域で実施,2021/10/14,https://www.city.osaki.miyagi.jp/material/files/group/19/jyukyo-annai.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/04215.html,
4216,宮城県,富谷市,一部地域で実施,2021/10/14,https://www.tomiya-city.miyagi.jp/kurashi/koseki/jyuminhyou/jyuuminhyou3.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/04216.html,
4301,宮城県,蔵王町,未実施,2021/10/14,none,none,none,
4302,宮城県,七ヶ宿町,未実施,2021/10/14,none,none,none,
4321,宮城県,大河原町,未実施,2021/10/14,none,none,none,
4322,宮城県,村田町,未実施,2021/10/14,none,none,none,
4323,宮城県,柴田町,一部地域で実施,2021/10/14,"https://www.town.shibata.miyagi.jp/index.cfm/75,41887,134,270,html",HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/04323.html,
4324,宮城県,川崎町,未実施,2021/10/14,none,none,none,
4341,宮城県,丸森町,未実施,2021/10/14,none,none,none,
4361,宮城県,亘理町,未実施,2021/10/14,none,none,none,
4362,宮城県,山元町,未実施,2021/10/14,none,none,none,
4401,宮城県,松島町,未実施,2021/10/14,none,none,none,
4404,宮城県,七ヶ浜町,一部地域で実施,2021/10/14,https://www.shichigahama.com/benricho/todokede/suido1-030-9118.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/04404.html,
4406,宮城県,利府町,未実施,2021/10/14,none,none,none,
4421,宮城県,大和町,未実施,2021/10/14,none,none,none,
4422,宮城県,大郷町,未実施,2021/10/14,none,none,none,
4424,宮城県,大衡村,未実施,2021/10/14,none,none,none,
4444,宮城県,色麻町,未実施,2021/10/14,none,none,none,
4445,宮城県,加美町,未実施,2021/10/14,none,none,none,
4501,宮城県,涌谷町,未実施,2021/10/14,none,none,none,
4505,宮城県,美里町,未実施,2021/10/14,none,none,none,
4581,宮城県,女川町,未実施,2021/10/14,none,none,none,
4606,宮城県,南三陸町,未実施,2021/10/14,none,none,none,
5201,秋田県,秋田市,一部地域で実施,2021/10/15,https://www.city.akita.lg.jp/shisei/machizukuri/1011484/1005351/1004218.html,HTML,none,国土地理院住居表示住所デジタルデータがない
5202,秋田県,能代市,一部地域で実施,2021/10/15,https://www.city.noshiro.lg.jp/section/toshi-seibi/toshi/koen-seibi/10886,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/05202.html,
5203,秋田県,横手市,一部地域で実施,2021/10/15,https://www.city.yokote.lg.jp/kurashi/1001142/1001270/1003327.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/05203.html,
5204,秋田県,大館市,一部地域で実施,2021/10/15,https://www.city.odate.lg.jp/city/soshiki/shimin/p675,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/05204.html,
5206,秋田県,男鹿市,未実施,2021/10/15,none,none,none,
5207,秋田県,湯沢市,一部地域で実施,2021/10/15,https://www.city-yuzawa.jp/uploaded/attachment/1195.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/05207.html,
5209,秋田県,鹿角市,未実施,2021/10/15,none,none,none,
5210,秋田県,由利本荘市,未実施,2021/10/15,none,none,none,
5211,秋田県,潟上市,未実施,2021/10/15,none,none,none,
5212,秋田県,大仙市,一部地域で実施,2021/10/15,https://www.city.daisen.lg.jp/docs/2013110500191/,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/05212.html,
5213,秋田県,北秋田市,一部地域で実施,2021/10/15,https://www.city.kitaakita.akita.jp/uploads/public/archive_0000005600_00/001_jukyohyoujitaisyou.jpg,JPG,https://saigai.gsi.go.jp/jusho/view/pref/city/05213.html,
5214,秋田県,にかほ市,未実施,2021/10/15,none,none,none,
5215,秋田県,仙北市,未実施,2021/10/15,none,none,none,
5303,秋田県,小坂町,未実施,2021/10/15,none,none,none,
5327,秋田県,上小阿仁村,未実施,2021/10/15,none,none,none,
5346,秋田県,藤里町,未実施,2021/10/15,none,none,none,
5348,秋田県,三種町,未実施,2021/10/15,none,none,none,
5349,秋田県,八峰町,未実施,2021/10/15,none,none,none,
5361,秋田県,五城目町,未実施,2021/10/15,none,none,none,
5363,秋田県,八郎潟町,未実施,2021/10/15,none,none,none,
5366,秋田県,井川町,未実施,2021/10/15,none,none,none,
5368,秋田県,大潟村,未実施,2021/10/15,none,none,none,
5434,秋田県,美郷町,未実施,2021/10/15,none,none,none,
5463,秋田県,羽後町,未実施,2021/10/15,none,none,none,
5464,秋田県,東成瀬村,未実施,2021/10/15,none,none,none,
6201,山形県,山形市,一部地域で実施,2021/10/15,https://www.city.yamagata-yamagata.lg.jp/kakuka/shimin/shimin/sogo/juukyohyouji/gazou-file/juukyohyouji-kuikityoumei.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/06201.html,
6202,山形県,米沢市,一部地域で実施,2021/10/15,https://www.city.yonezawa.yamagata.jp/4381.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/06202.html,
6203,山形県,鶴岡市,一部地域で実施,2021/10/15,https://www.city.tsuruoka.lg.jp/kurashi/jyutaku/jyukyohyoji/shimin0120210713.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/06203.html,
6204,山形県,酒田市,一部地域で実施,2021/10/15,http://www.city.sakata.lg.jp/jyutaku/jyutaku/jyusy/jyukyohyouji.files/jukyohyouji_machimei.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/06204.html,
6205,山形県,新庄市,一部地域で実施,2021/10/15,http://www.city.shinjo.yamagata.jp/s005/070/shimi-jukyohyoji-kuiki.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/06205.html,
6206,山形県,寒河江市,一部地域で実施,2021/10/15,https://www.city.sagae.yamagata.jp/kurashi/tetuduki/hikkoshi/juukyohyouzi.files/zitiran.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/06206.html,
6207,山形県,上山市,一部地域で実施,2021/10/15,https://www.city.kaminoyama.yamagata.jp/soshiki/6/jyuukyohyouji.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/06207.html,
6208,山形県,村山市,一部地域で実施,2021/10/15,https://www.city.murayama.lg.jp/kurashi/tetsuzuki/jyuminhyou/jukyohyoji.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/06208.html,
6209,山形県,長井市,一部地域で実施,2021/10/15,https://www.city.nagai.yamagata.jp/all_the_citizens/tetsuduki_todokede_shinsei/2/2979.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/06209.html,
6210,山形県,天童市,一部地域で実施,2021/10/15,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/06210.html,
6211,山形県,東根市,一部地域で実施,2021/10/15,https://www.city.higashine.yamagata.jp/15897.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/06211.html,
6212,山形県,尾花沢市,一部地域で実施,2021/10/15,http://www.city.obanazawa.yamagata.jp/files/20200731144332.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/06212.html,
6213,山形県,南陽市,未実施,2021/10/15,none,none,none,
6301,山形県,山辺町,未実施,2021/10/15,none,none,none,
6302,山形県,中山町,未実施,2021/10/15,none,none,none,
6321,山形県,河北町,未実施,2021/10/15,none,none,none,
6322,山形県,西川町,未実施,2021/10/15,none,none,none,
6323,山形県,朝日町,未実施,2021/10/15,none,none,none,
6324,山形県,大江町,未実施,2021/10/15,none,none,none,
6341,山形県,大石田町,未実施,2021/10/15,none,none,none,
6361,山形県,金山町,未実施,2021/10/15,none,none,none,
6362,山形県,最上町,未実施,2021/10/15,none,none,none,
6363,山形県,舟形町,未実施,2021/10/15,none,none,none,
6364,山形県,真室川町,未実施,2021/10/15,none,none,none,
6365,山形県,大蔵村,未実施,2021/10/15,none,none,none,
6366,山形県,鮭川村,未実施,2021/10/15,none,none,none,
6367,山形県,戸沢村,未実施,2021/10/15,none,none,none,
6381,山形県,高畠町,未実施,2021/10/15,none,none,none,
6382,山形県,川西町,未実施,2021/10/15,none,none,none,
6401,山形県,小国町,未実施,2021/10/15,none,none,none,
6402,山形県,白鷹町,未実施,2021/10/15,none,none,none,
6403,山形県,飯豊町,未実施,2021/10/15,none,none,none,
6426,山形県,三川町,未実施,2021/10/15,none,none,none,
6428,山形県,庄内町,未実施,2021/10/15,none,none,none,
6461,山形県,遊佐町,未実施,2021/10/15,none,none,none,
7201,福島県,福島市,一部地域で実施,2021/10/15,https://www.city.fukushima.fukushima.jp/shimin-touroku/kurashi/tetsuzuki/henko/jusho/2112.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/07201.html,
7202,福島県,会津若松市,一部地域で実施,2021/10/15,https://www.city.aizuwakamatsu.fukushima.jp/docs/2007080603129/files/chomeiichiran.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/07202.html,
7203,福島県,郡山市,一部地域で実施,2021/10/15,https://www.city.koriyama.lg.jp/material/files/group/59/2371_tiku.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/07203.html,
7204,福島県,いわき市,未実施,2021/10/15,none,none,none,
7205,福島県,白河市,未実施,2021/10/15,none,none,none,
7207,福島県,須賀川市,未実施,2021/10/15,none,none,none,
7208,福島県,喜多方市,未実施,2021/10/15,none,none,none,
7209,福島県,相馬市,未実施,2021/10/15,none,none,none,
7210,福島県,二本松市,未実施,2021/10/15,none,none,none,
7211,福島県,田村市,未実施,2021/10/15,https://www.city.tamura.lg.jp/life/1/2/18/,none,none,
7212,福島県,南相馬市,未実施,2021/10/15,none,none,none,
7213,福島県,伊達市,未実施,2021/10/15,none,none,none,
7214,福島県,本宮市,未実施,2021/10/15,none,none,none,
7301,福島県,桑折町,未実施,2021/10/15,none,none,none,
7303,福島県,国見町,未実施,2021/10/15,none,none,none,
7308,福島県,川俣町,未実施,2021/10/15,none,none,none,
7322,福島県,大玉村,未実施,2021/10/15,none,none,none,
7342,福島県,鏡石町,未実施,2021/10/15,none,none,none,
7344,福島県,天栄村,未実施,2021/10/15,none,none,none,
7362,福島県,下郷町,未実施,2021/10/15,none,none,none,
7364,福島県,檜枝岐村,未実施,2021/10/15,none,none,none,
7367,福島県,只見町,未実施,2021/10/15,none,none,none,
7368,福島県,南会津町,未実施,2021/10/15,none,none,none,
7402,福島県,北塩原村,未実施,2021/10/15,none,none,none,
7405,福島県,西会津町,未実施,2021/10/15,none,none,none,
7407,福島県,磐梯町,未実施,2021/10/15,none,none,none,
7408,福島県,猪苗代町,未実施,2021/10/15,none,none,none,
7421,福島県,会津坂下町,未実施,2021/10/15,https://www.town.aizubange.fukushima.jp/life/1/7/24/,none,none,
7422,福島県,湯川村,未実施,2021/10/15,none,none,none,
7423,福島県,柳津町,未実施,2021/10/15,none,none,none,
7444,福島県,三島町,未実施,2021/10/15,none,none,none,
7445,福島県,金山町,未実施,2021/10/15,https://www.town.kaneyama.fukushima.jp/life/1/40/17/,none,none,
7446,福島県,昭和村,未実施,2021/10/15,none,none,none,
7447,福島県,会津美里町,未実施,2021/10/15,none,none,none,
7461,福島県,西郷村,未実施,2021/10/15,none,none,none,
7464,福島県,泉崎村,未実施,2021/10/15,none,none,none,
7465,福島県,中島村,未実施,2021/10/15,none,none,none,
7466,福島県,矢吹町,未実施,2021/10/15,none,none,none,
7481,福島県,棚倉町,未実施,2021/10/15,none,none,none,
7482,福島県,矢祭町,未実施,2021/10/15,none,none,none,
7483,福島県,塙町,未実施,2021/10/15,none,none,none,
7484,福島県,鮫川村,未実施,2021/10/15,none,none,none,
7501,福島県,石川町,未実施,2021/10/15,none,none,none,
7502,福島県,玉川村,未実施,2021/10/15,none,none,none,
7503,福島県,平田村,未実施,2021/10/15,none,none,none,
7504,福島県,浅川町,未実施,2021/10/15,none,none,none,
7505,福島県,古殿町,未実施,2021/10/15,none,none,none,
7521,福島県,三春町,未実施,2021/10/15,none,none,none,
7522,福島県,小野町,未実施,2021/10/15,none,none,none,
7541,福島県,広野町,未実施,2021/10/15,none,none,none,
7542,福島県,楢葉町,未実施,2021/10/15,none,none,none,
7543,福島県,富岡町,未実施,2021/10/15,none,none,none,
7544,福島県,川内村,未実施,2021/10/15,none,none,none,
7545,福島県,大熊町,未実施,2021/10/15,none,none,none,
7546,福島県,双葉町,未実施,2021/10/15,none,none,none,
7547,福島県,浪江町,未実施,2021/10/15,none,none,none,
7548,福島県,葛尾村,未実施,2021/10/15,none,none,none,
7561,福島県,新地町,未実施,2021/10/15,none,none,none,
7564,福島県,飯舘村,未実施,2021/10/15,none,none,none,
8201,茨城県,水戸市,一部地域で実施,2021/10/15,https://www.city.mito.lg.jp/001133/001215/p016053_d/fil/juukyohyoujijissitiku.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/08201.html,
8202,茨城県,日立市,一部地域で実施,2021/10/15,https://www.city.hitachi.lg.jp/download/001/015/p032148.html,HTML,国土地理院住居表示住所デジタルデータがない,
8203,茨城県,土浦市,一部地域で実施,2021/10/15,https://www.city.tsuchiura.lg.jp/data/doc/1489737557_doc_8_1.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/08203.html,
8204,茨城県,古河市,一部地域で実施,2021/10/15,https://www.city.ibaraki-koga.lg.jp/material/files/group/16/jukyohyoji_ichiran.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/08204.html,
8205,茨城県,石岡市,一部地域で実施,2021/10/15,https://www.city.ishioka.lg.jp/data/doc/1375790529_doc_3_5.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/08205.html,
8207,茨城県,結城市,未実施,2021/10/15,none,none,none,
8208,茨城県,龍ケ崎市,未実施,2021/10/15,none,none,none,
8210,茨城県,下妻市,未実施,2021/10/15,none,none,none,
8211,茨城県,常総市,未実施,2021/10/15,none,none,none,
8212,茨城県,常陸太田市,未実施,2021/10/15,none,none,none,
8214,茨城県,高萩市,未実施,2021/10/15,none,none,none,
8215,茨城県,北茨城市,未実施,2021/10/15,none,none,none,
8216,茨城県,笠間市,一部地域で実施,2021/10/15,https://www.city.kasama.lg.jp/page/page001535.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/08216.html,
8217,茨城県,取手市,一部地域で実施,2021/10/15,http://www.city.toride.ibaraki.jp/shimin/kurashi/sumai/sumai/tochi/jukyo/shinse.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/08217.html,
8219,茨城県,牛久市,未実施,2021/10/15,none,none,none,
8220,茨城県,つくば市,未実施,2021/10/15,none,none,none,
8221,茨城県,ひたちなか市,一部地域で実施,2021/10/15,https://www.city.hitachinaka.lg.jp/kurashi/13/5/4308.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/08221.html,
8222,茨城県,鹿嶋市,一部地域で実施,2021/10/15,https://city.kashima.ibaraki.jp/site/shinsei/2810.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/08222.htmll,
8223,茨城県,潮来市,未実施,2021/10/15,none,none,none,
8224,茨城県,守谷市,未実施,2021/10/15,https://www.city.moriya.ibaraki.jp/smph/communication/faq/kurashi/tizu/zyuukyohyouzi.html,none,none,
8225,茨城県,常陸大宮市,未実施,2021/10/15,none,none,none,
8226,茨城県,那珂市,未実施,2021/10/15,none,none,none,
8227,茨城県,筑西市,一部地域で実施,2021/10/15,https://www.city.chikusei.lg.jp/page/page003280.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/08227.htmll,
8228,茨城県,坂東市,一部地域で実施,2021/10/15,http://www.city.bando.lg.jp/sp/page/page000266.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/08228.html,
8229,茨城県,稲敷市,未実施,2021/10/15,none,none,none,
8230,茨城県,かすみがうら市,一部地域で実施,2021/10/15,https://www.city.kasumigaura.lg.jp/page/page000363.htmll,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/08230.htmll,
8231,茨城県,桜川市,未実施,2021/10/15,none,none,none,
8232,茨城県,神栖市,一部地域で実施,2021/10/15,https://www.city.kamisu.ibaraki.jp/living/1001425/1001433/1001434.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/08232.htmll,
8233,茨城県,行方市,未実施,2021/10/15,none,none,none,
8234,茨城県,鉾田市,未実施,2021/10/15,none,none,none,
8235,茨城県,つくばみらい市,未実施,2021/10/15,https://www.city.tsukuba.lg.jp/kurashi/shomei/tennyu/1000758.html,none,none,
8236,茨城県,小美玉市,未実施,2021/10/15,none,none,none,
8302,茨城県,茨城町,未実施,2021/10/15,none,none,none,
8309,茨城県,大洗町,未実施,2021/10/15,none,none,none,
8310,茨城県,城里町,未実施,2021/10/15,https://www.town.shirosato.lg.jp/faq.php?mode=detail&lc=3&c=1&code=2,none,none,
8341,茨城県,東海村,一部地域で実施,2021/10/15,https://www.vill.tokai.ibaraki.jp/kurashi_tetsuzuki/jukyohyoji/4349.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/08341.html,
8364,茨城県,大子町,未実施,2021/10/15,none,none,none,
8442,茨城県,美浦村,未実施,2021/10/15,none,none,none,
8443,茨城県,阿見町,一部地域で実施,2021/10/15,http://www.town.ami.lg.jp/0000000048.htmll,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/08443.html,
